"The Soviet-British-US conference in Moscow conclud","1941-10-1","The Soviet-British-US conference in Moscow concludes with a protocol being signed committing the Britain and the USA to supply Russia with 400 aircraft immediately and 500 aircraft per month until the 30th June 1942. There-after the protocol would be renewable annually. Further, both countries undertook to deliver 41,000 tons of Aluminium immediately and 6,000 tons of rubber and 1,500 tons of tin per month. Food and medical supplies were also included."
"The ocean liner Queen Mary, in service as a troop","1942-10-2","The ocean liner Queen Mary, in service as a troop transport, collides with the British cruiser Curacao sinking the cruiser. The liners traveled without escort, depending upon speed for safety. Escorts were provided for these ships only within British coastal waters."
"The first Me262 jet fighter becomes operational. T","1944-10-3","The first Me262 jet fighter becomes operational. The Messerschmitt Me 262 Schwalbe (Swallow) was the first operational jet powered fighter. It saw action from late 1944 in bomber/reconnaissance and fighter/interceptor roles. German pilots nicknamed it the Turbo, while to the Allies it was the Stormbird. The 262's top speed was 540 mph compared to the Spitfire's 374 mph. The 262 had a negligible impact on the course of the war—shooting down an estimated 150 Allied aircraft for the loss of 100 Me 262s."
"Hitler enters Warsaw in triumph 3 days after Polis","1939-10-5","Hitler enters Warsaw in triumph 3 days after Polish forces surrendered. The Soviet Union forces a treaty on Latvia that allows the Red Navy to establish bases in her Baltic harbors."
"Operation Basalt was a small raid on the German oc","1942-10-4","Operation Basalt was a small raid on the German occupied British Channel Island of Sark. It was conducted by ten men of the Special Operations Executive, often called the Baker Street Irregulars. The raid netted one German, but several were killed after capture. This prompted Hitler's Commando Order which stated that all enemy commandos be executed instead of taken prisoner."
"105 BC – The Battle of Arausio took place between","1-10-6","105 BC – The Battle of Arausio took place between the town of Arausio and the Rhone River (southern France). Ranged against the migratory tribes of the Cimbri and the Teutoni were two Roman armies, commanded by the proconsul Quintus Servilius Caepio and consul Gnaeus Manlius Maximus. However, bitter differences between the commanders prevented the Roman armies from cooperating with devastating results. Roman losses are quoted at up to 80,000 troops, and many more servants and camp followers (total loss estimated at about 112,000 men)."
"While anchored in Bahia, Brazil, the Confederate s","1864-10-7","While anchored in Bahia, Brazil, the Confederate ship CSS Florida, was raided by the forces of Commander Napoleon Collins of USS Wachusett while her captain was ashore with half his crew. Towed to sea, she was sent to the United States as a prize despite Brazil's protests at this violation of neutral rights."
"The Battle of Perryville was fought in the Chaplin","1862-10-8","The Battle of Perryville was fought in the Chaplin Hills west of Perryville, Kentucky. The battle began with a middle-of-the-night skirmish over a source of precious drinking water, and ended more or less by default with the onset of darkness and the retreat of the tactical victor, the Confederates. It marked the end of the Kentucky Campaign of Confederate Generals Braxton Bragg and Edmund Kirby Smith and, like the campaign, was marked not only by fierce fighting and heroic achievement, but also by indecision, confusion, and futility on both sides."
"Hitler announces that the war in the East, for all","1941-10-9","Hitler announces that the war in the East, for all intents and purposes, has already been decided in favor of the Reich. - President Roosevelt in a message to Congress urges the repeal of Section 6 of the Neutrality Act which would allow the arming of U.S. merchant ships against the modern pirates of the sea, the U-boats."
"Soviet General Zhukov is called to Moscow from Len","1941-10-10","Soviet General Zhukov is called to Moscow from Leningrad to assume control of the defense of the capital city. Zhukov's successful Soviet counter-offensive drove the Germans out of reach of the Soviet capital. His logistics are considered by some to be his greatest achievement."
"In a night encounter near Guadalcanal off of Cape","1942-10-11","In a night encounter near Guadalcanal off of Cape Esperance, an American force of 4 cruisers and 4 destroyers meets a Japanese force of 3 cruisers and 2 destroyers. Despite the advantages of radar and better radio communications, the American fare as poorly as the Japanese, both at times firing on their own vessels. The Americans lose a destroyer and two cruisers in the fighting. The Japanese lose a cruiser and a destroyer with the two other cruisers badly damaged. Despite the battle, the Japanese manage to land artillery and tanks at their positions."
"A British Liberator bomber sinks German U-boat U-5","1942-10-12","A British Liberator bomber sinks German U-boat U-597. It is the first success scored by the single RAF squadron of long range bombers. Despite their usefulness, the Liberator is reserved for strategic bombing missions over Europe and will not be used in quantity in the Atlantic for some time."
"Chinese artillery is secretly transported deep beh","1940-10-13","Chinese artillery is secretly transported deep behind Japanese lines to shell Ichang Airfield which is a base used by for Japanese air raids on Chungking."
"U47 sinks HMS Royal Oak at anchor in Scapa Flow, k","1939-10-14","U47 sinks HMS Royal Oak at anchor in Scapa Flow, killing 883. U47 then escapes undetected and returns home to Germany. The press in Germany declare Kapitanleutnant Prien a hero. Polish submarine Orzel arrives in Britain having escaped internment in Estonia."
"The Hungarian chief of state, Admiral Horthy, shor","1944-10-15","The Hungarian chief of state, Admiral Horthy, shortly after announcing Hungary's withdrawal from the war against the Russia, is taken prisoner by a commando unit led by SS major Otto Skorzeny. A new government under Ferenc Szalasi vows to continue the alliance with Germany."
"The Japanese mount another air attack on Allied po","1943-10-17","The Japanese mount another air attack on Allied positions in Oro Bay in New Guinea and sustain heavy losses in aircraft and crew. The Japanese counteroffensive around Finschafen continues to be held by Australian forces."
"On the Eastern Front it is announced in Moscow tha","1944-10-18","On the Eastern Front it is announced in Moscow that the 4th Ukrainian Front (Petrov) has entered Czechoslovakia. German forces from Greece and southern Yugoslavia are rapidly falling back to avoid being cut off by advancing Soviet forces.The call up for the Volksturm begins in Germany, with all able-bodied men from 16 to 60 to be conscripted."
"Convoy HX-79 (49 ships), sailing from Halifax in C","1940-10-19","Convoy HX-79 (49 ships), sailing from Halifax in Canada to Britain, is attacked by 5 U-boats between the 19th and 20th in the North Atlantic. The British lost 12 ships for 75,063 gross tons, while not a single U-boat was lost. The destroyer Venetia sinks after hitting mine in Thames Estuary."
"In the Philippines elements of the US 6th Army lan","1944-10-20","In the Philippines elements of the US 6th Army land on the east coast of Leyte. 1st Cavalry and 24th Infantry of the US 10th come ashore to the south of Tacloban"
"The death of the Warlord Toyotomi Hideyoshi, who h","1600-10-21","The death of the Warlord Toyotomi Hideyoshi, who has risen far from his peasant beginnings, but because of them could not claim the title of Shogun leaves two main rivals for power, Ishida Mitsunari and Tokugawa Ieyasu. Their struggle was to be finally decided in a small mountain valley in central Japan. Fog lifted from the battlefield at 8am on 10/21/1600, with each commander having about 60,000 men. Tokugawa matchlock gunners (Teppo-tai) caused great damage as the battle continued, the enemy gunners also returned fire filling the valley with smoke and the screams of the dying. By 10am despite their efforts the Tokugawa forces were slowly being driven back, Mitsunari now signalled Kobayakawa Hideaki with his 15,000 fresh troops to attack but nothing happened, the Mori clan had abandoned him. Hideaki forces did not attack their former allies either but sat on the side lines waiting until Ieyasu forced his hand by directing some musket fire on the Mori clan troops. Finally Kobayakawa attacks bringing with him four other generals who decide to change sides and the turncoats fall upon Ishida's rear deciding the battle. By the end of the battle 40,000 had died and Ieyasu was master of Japan, 3 years later to become Shogun."
